age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45,Private,205644,High School Grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,26,United-States,<=50K
47,Local-gov,321851,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
56,Private,206399,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,124563,High School Grad,9,Married,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
32,Self-employed,319280,Associate's degree,12,Never-married,Sales,Not-in-family,White,Male,0,0,80,United-States,<=50K
35,Private,125933,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
27,Private,107236,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,32732,High School Grad,9,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
68,Private,284763,High School Incomplete,7,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
48,Private,36177,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
45,Private,125489,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
28,Private,209205,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
39,Local-gov,178100,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
23,State-gov,186634,High School Incomplete,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,Private,254746,Bachelors,13,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
52,Private,158746,High School Grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
35,Self-employed,140854,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,51506,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
45,Private,189564,Bachelors,13,Married,Sales,Wife,White,Female,0,0,42,United-States,>50K
37,Federal-gov,325538,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
58,Private,213975,Associate's degree,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Self-employed,431426,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,2,United-States,<=50K
48,Private,199763,High School Grad,9,Married,Prof-specialty,Wife,White,Female,0,0,8,United-States,<=50K
63,Private,161563,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,48,United-States,<=50K
36,Private,178487,High School Grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,60,United-States,<=50K
32,Private,604506,High School Grad,9,Married,Transport-moving,Own-child,White,Male,0,0,72,Mexico,<=50K
27,Private,189775,High School Grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
17,Private,171080,High School Incomplete,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
45,Private,117310,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,46,United-States,<=50K
41,Self-employed,82049,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-employed,126094,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
18,Private,202516,High School Grad,9,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
48,Local-gov,246392,Associate's degree,12,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,Private,69328,Associate's degree,11,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,Private,235849,High School Grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,35,United-States,<=50K
32,Private,128016,High School Grad,9,Married,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
30,Private,170154,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
35,Private,337286,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
73,Self-employed,143833,High School Incomplete,8,Married,Farming-fishing,Husband,White,Male,0,0,18,United-States,<=50K
32,Private,100135,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
43,Local-gov,180096,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,Private,371827,High School Grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Portugal,<=50K
26,Private,61270,High School Grad,9,Never-married,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Columbia,<=50K
41,Federal-gov,564135,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
35,Private,193106,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K
57,Private,250201,High School Incomplete,7,Married,Other-service,Husband,White,Male,0,0,52,United-States,<=50K
35,Private,200426,Associate's degree,11,Married,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K
33,Private,222654,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,132222,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K
49,Private,31264,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,<=50K
39,Private,202027,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
22,Private,245524,High School Incomplete,8,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
27,Private,386040,Associate's degree,11,Married,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
26,Private,410240,High School Incomplete,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Private,138970,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
39,Private,269722,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
34,Private,223678,High School Grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,32,United-States,<=50K
54,State-gov,197184,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,38,United-States,<=50K
50,Private,140516,High School Grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
48,Local-gov,85341,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
40,Self-employed,192507,Associate's degree,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
30,Private,186932,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,70,United-States,<=50K
31,Private,236861,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
46,Local-gov,327886,Associate's degree,12,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
62,Self-employed,197060,Associate's degree,11,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,229180,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,Cuba,<=50K
24,Private,284317,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
27,Private,47907,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,48,United-States,<=50K
43,State-gov,134782,Associate's degree,12,Married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
48,Private,118831,High School Grad,9,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Female,0,0,40,South,<=50K
41,Private,299505,High School Grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
38,Private,119177,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
45,Private,327886,Professional Degree,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
45,Private,187730,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
24,Private,104146,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
35,Private,57640,High School Grad,9,Married,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
56,Private,290641,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
44,Private,179136,High School Grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,116788,High School Grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,129699,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Federal-gov,39606,Masters,14,Married,Exec-managerial,Husband,White,Male,0,0,40,England,>50K
63,Private,102479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,199191,High School Grad,9,Married,Adm-clerical,Wife,White,Female,0,0,30,United-States,<=50K
37,Self-employed,27997,High School Grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,Private,111363,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
38,Private,107630,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,134287,Associate's degree,11,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K
46,Self-employed,283004,Associate's degree,11,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,63,Thailand,<=50K
24,Private,33616,High School Grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K
47,Local-gov,121124,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
47,Federal-gov,282830,Associate's degree,12,Married,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
47,Private,243904,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,Honduras,<=50K
51,Private,427781,High School Grad,9,Married,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
36,Private,334291,High School Grad,9,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
50,Local-gov,173224,Masters,14,Married,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K
29,Private,87507,Doctorate,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,60,India,<=50K
31,Private,118161,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,150499,Associate's degree,12,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Local-gov,96554,High School Grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
54,Self-employed,124963,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
56,Private,198388,High School Grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
25,Private,91709,Associate's degree,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,45,United-States,<=50K
34,Self-employed,152109,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
29,Local-gov,289991,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
44,Private,320277,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,Private,33610,High School Grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,60,United-States,<=50K
37,Private,254973,High School Grad,9,Married,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,>50K
33,Private,227282,High School Grad,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,141657,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,172230,High School Grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,282944,Doctorate,16,Married,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
45,Local-gov,55377,Bachelors,13,Married,Prof-specialty,Husband,Black,Male,0,0,40,United-States,<=50K
61,Self-employed,24046,High School Grad,9,Widowed,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
26,State-gov,208122,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States,<=50K
49,Private,215389,Bachelors,13,Married,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,<=50K
40,Private,99434,High School Grad,9,Married,Other-service,Wife,White,Female,0,0,12,United-States,<=50K
37,Private,190964,High School Grad,9,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,113700,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States,<=50K
28,Private,259840,Bachelors,13,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
27,Private,168827,High School Grad,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,Self-employed,28984,Associate's degree,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Private,183639,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,21,United-States,<=50K
28,Local-gov,211920,High School Grad,9,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
41,Federal-gov,34178,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,400630,Professional Degree,15,Married,Prof-specialty,Husband,White,Male,0,0,36,United-States,>50K
73,Self-employed,161251,High School Grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,24,United-States,<=50K
38,Private,199256,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
64,Private,143716,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,2,United-States,<=50K
24,Private,39615,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
44,Private,104440,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
19,Private,206874,Associate's degree,11,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
21,Private,83141,High School Grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,53,United-States,<=50K
56,Private,444089,High School Incomplete,7,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,141896,High School Incomplete,8,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,65372,Doctorate,16,Divorced,Sales,Unmarried,White,Female,0,0,50,United-States,>50K
30,Private,341346,High School Incomplete,7,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,343403,Doctorate,16,Married,Tech-support,Wife,White,Female,0,0,20,United-States,<=50K
55,Private,199067,High School Incomplete,7,Married,Machine-op-inspct,Husband,White,Male,0,0,32,United-States,<=50K
22,Private,182771,Associate's degree,11,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
24,Private,117583,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,48,United-States,<=50K
50,Private,133963,High School Grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
38,Private,227794,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
45,Private,281565,High School Grad,9,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,50,South,<=50K
46,Federal-gov,297906,Bachelors,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
19,Private,151506,High School Grad,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
31,Federal-gov,139455,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,Cuba,<=50K
38,Private,26987,High School Grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Self-employed,233312,Masters,14,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
24,Private,161092,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
58,Local-gov,98361,High School Grad,9,Married,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
28,Private,188928,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,164922,High School Grad,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,185673,High School Grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
